,document,sentence,label
10,out\285.json,"For systems analysis, solution design, front and back-end development and continuous deployment within an AWS cloud environment",0
11,out\285.json,Responsibilities,0
12,out\285.json,Writing and reviewing portions of detailed specifications for the development of system components of moderate complexity ensuring continues improvement,0
13,out\285.json,Collaborating with development teams to understand product requirements and translate them into innovative software designs,0
14,out\285.json,"Implementing development processes, coding best practices, and code reviews, keeping up to date with new technology",0
15,out\285.json,Operating in an Agile environment to resolve technical issues and complete bug fixes,0
16,out\285.json,Collaborating with teams and stakeholders to seek feedback on priorities to help shape innovative solutions for complicated software challenges,0
17,out\285.json,Requirements,1
18,out\285.json,Demonstrate good experience as a Software Engineer and knowledge of software development methodologies (e,1
19,out\285.json,g,1
20,out\285.json,", Agile, Waterfall",1
21,out\285.json,"Have proficiency in development languages such as frameworks in Java/J2EE, Spring / Restful web services, SQL",1
22,out\285.json,And experience in (JavaScript/Angular/Reacts),1
23,out\285.json,Be familiar with industry best practices including code coverage with Junit test,1
24,out\285.json,"Experience with engineering best practices such as TDD, Pair Programming, Continuous Integration, automated testing, and deployment",1
25,out\285.json,"Experience in AWS development and deployment experience, including specific knowledge of Kubernetes",1
26,out\285.json,Have great verbal and written communication skills and enjoy collaborating with teams to solve problems,1
27,out\285.json,Have the ability to write and review detailed specifications for the development of complex system components,1
28,out\285.json,Have experience of test-driven development and the ability to complete complex bug fixes,1
29,out\285.json,Work in a way that works for you,0
30,out\285.json,We promote a healthy work/life balance across the organization,0
31,out\285.json,"With an average length of service of 9 years, we are confident that we offer an appealing working prospect for our people",0
32,out\285.json,"With numerous wellbeing initiatives, family leave and tuition reimbursement, we will help you meet your immediate responsibilities and long-term goals",0
33,out\285.json,Working remotely from home or in our office in a flexible hybrid pattern,0
34,out\285.json,Working flexible hours - flexing the times you work in the day,0
35,out\285.json,Working with us,0
36,out\285.json,We are an equal opportunity employer with a commitment to help you succeed,0
37,out\285.json,"Here, you will find an inclusive, agile, collaborative, innovative and fun environment, where everyone has a part to play",0
38,out\285.json,"Regardless of the team you join, we promote a diverse environment with co-workers who are passionate about what they do, and how they do it",0
39,out\285.json,"At Elsevier, we know that your wellbeing and happiness are key to a long and successful career",0
40,out\285.json,These are some of the benefits we are delighted to offer:,0
41,out\285.json,Generous holiday allowance with the option to buy additional days,0
42,out\285.json,"Health screening, eye care vouchers and private medical benefits",0
43,out\285.json,Wellbeing programs,0
44,out\285.json,Life assurance,0
45,out\285.json,Access to a competitive contributory pension scheme,0
46,out\285.json,Long service awards,0
47,out\285.json,Save As You Earn share option scheme,0
48,out\285.json,Travel Season ticket loan,0
49,out\285.json,"Maternity, paternity, and shared parental leave",0
50,out\285.json,Access to emergency care for both the elderly and children,0
51,out\285.json,"RECARES days, giving you time to support the charities and causes that matter to you",0
52,out\285.json,Access to employee resource groups with dedicated time to volunteer,0
53,out\285.json,Access to extensive learning and development resources,0
54,out\285.json,Access to employee discounts via Perks at Work,0
55,out\285.json,Working for you,0
56,out\285.json,About Us,0
57,out\285.json,"A global leader in information and analytics, we help researchers and healthcare professionals advance science and improve health outcomes for the benefit of society",0
58,out\285.json,"Building on our publishing heritage, we combine quality information and vast data sets with analytics to support visionary science and research, health education and interactive learning, as well as exceptional healthcare and clinical practice",0
59,out\285.json,"At Elsevier, your work contributes to the world’s grand challenges and a more sustainable future",0
60,out\285.json,We harness innovative technologies to support science and healthcare to partner for a better world,0
61,out\285.json,Join Us,0
62,out\285.json,PURPOSEFUL WORK,0
63,out\285.json,"When you work with us, your work matters",0
64,out\285.json,You are part of an organization that nurtures your curiosity to stimulate innovation for the communities that we serve,0
65,out\285.json,GROWING EVERY DAY,0
66,out\285.json,"Like the communities we serve, you are on a constant path of discovery to shape your career and personal development",0
67,out\285.json,COLLEAGUES WHO CARE,0
68,out\285.json,You will be part of the Elsevier family,0
69,out\285.json,We will support your well-being and provide the flexibility you need to thrive at work and home,0
70,out\285.json,"Together, we create possibilities",0
71,out\285.json,Join us,0
72,out\285.json,-,0
73,out\285.json,"Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law",0
74,out\285.json,We are committed to providing a fair and accessible hiring process,0
75,out\285.json,"If you have a disability or other need that requires accommodation or adjustment, please let us know by completing our Applicant Request Support Form:",0
76,out\285.json,https://forms,0
77,out\285.json,office,0
78,out\285.json,com/r/eVgFxjLmAK,0
79,out\285.json,Please read our,0
80,out\285.json,Candidate Privacy Policy,0
0,out\288.json,"As a key part of the FileMaker Database team, you will be responsible for working under your own initiative on a range of large and small projects as well as collaborating with a team of in-house Database Developers, Web Developers, Digital Designers and UI/UX Designers on projects",0
1,out\288.json,You will be involved in creating database business solutions using FileMaker for a variety of scenarios and also perform ad-hoc work on clients existing portfolios,0
2,out\288.json,"You will be joining software developers that take a bespoke and personal approach to an organisation’s Design, Database, App, Website and E-commerce requirements",0
3,out\288.json,The team deliver Digital Business Solutions that meet businesses needs at a competitive price,0
4,out\288.json,"No agencies please, only direct candidates to apply",0
0,out\289.json,LEVEL,0
1,out\289.json,Mid-level,0
2,out\289.json,TEAM,0
3,out\289.json,Development,0
4,out\289.json,TYPE,0
5,out\289.json,Full-time,0
6,out\289.json,LOCATION,0
7,out\289.json,Remote,0
8,out\289.json,WHAT WE NEED,1
9,out\289.json,Qualifications,1
10,out\289.json,"Bachelor’s degree in Computer Science or relevant field,",1
11,out\289.json,3+ years experience as a,1
12,out\289.json,"NET Developer,",1
13,out\289.json,"Strong experience in C#,",1
14,out\289.json,"NET Core and MVC,",1
15,out\289.json,"Experience in developing Restful Web Services,",1
16,out\289.json,"Knowledge of object-oriented programming and Design Patterns,",1
17,out\289.json,"Knowledge of software development methodologies,",1
18,out\289.json,"Experience in multilevel architectural application developments,",1
19,out\289.json,"Knowledge of microservice architecture,",1
20,out\289.json,"Good knowledge on MS SQL Server database and writing Stored Procedure,",1
21,out\289.json,"Knowledge of NoSQL Databases,",1
22,out\289.json,Expertise in Agile Development,1
23,out\289.json,WHAT YOU WILL DO,0
24,out\289.json,Job Description,0
25,out\289.json,"Develop C# Restful backend services for Backend Developer,",0
26,out\289.json,"Build, design, and debug software systems,",0
27,out\289.json,"Object Oriented Software Design,",0
28,out\289.json,"Coding & Pair Programming & Unit Testing,",0
29,out\289.json,Maintaining systems by correcting software defects,0
30,out\289.json,WHAT WE OFFER,0
31,out\289.json,Offering?,0
32,out\289.json,100% Remote work,0
33,out\289.json,Dynamic and friendly work environment,0
34,out\289.json,Continuously learning and development opportunities,0
35,out\289.json,Extra vacation time,0
36,out\289.json,A competitive salary with great benefits,0
37,out\289.json,Stock options available to qualified employees,0
38,out\289.json,Private health insurance,0
0,out\291.json,Description,0
1,out\291.json,"The IT Development Authority provides expert knowledge, working in line with the technology roadmap and standards to develop applications / products",0
2,out\291.json,The IT Development Authority focusses upon development of programme logic for new applications / products or analysis and modification of logic in existing applications (activities may also include elements of technical testing),0
3,out\291.json,Typically reports to Senior IT Development Manager,0
4,out\291.json,Job Responsibility,0
5,out\291.json,Uses best practice knowledge to support the future capabilities for the IT development function;,0
6,out\291.json,"Assists, advises and contributes to developing strategic IT Development standards;",0
7,out\291.json,Works effectively with colleagues through development activities enabling achievement of the IT strategy;,0
8,out\291.json,Contributes to delivery of development activities in line with the business brief and SLAs;,0
9,out\291.json,Resolves application domain challenges across the critical systems (e,0
10,out\291.json,g,0
11,out\291.json,"Billing, CRM and Provisioning);",0
12,out\291.json,Supports the team for the evaluation of Request for Proposal (RFPs) in project delivery,0
13,out\291.json,"Ensures solving problems, analysis and interpretation of differing situations in order to identify, search and select the best solution;",0
14,out\291.json,Understands the business needs and provides technological support of demand management during concept and solution design phases and change requests;,0
15,out\291.json,"Maintains strong relations with relevant stakeholders, to include Architects, Solution Designers, project team and vendors;",0
16,out\291.json,May provide informal guidance to junior staff,0
17,out\291.json,Skills,1
18,out\291.json,MicroServices and APIs_FRHR,1
19,out\291.json,Digital Experience Platforms,1
20,out\291.json,Coding,1
21,out\291.json,DevOps,1
22,out\291.json,Security,1
23,out\291.json,Cloud_FRHR,1
24,out\291.json,Change and Adaptability,1
25,out\291.json,Testing and Evaluation,1
26,out\291.json,Software Engineering,1
27,out\291.json,Continuous Integration and Delivery (CI/CD),1
28,out\291.json,Data Analytics and Insights,1
29,out\291.json,Agile,1
30,out\291.json,"System, Service and Solution Design and Development",1
31,out\291.json,Not a perfect fit?,0
32,out\291.json,"Worried that you don’t meet all the desired criteria exactly? At Vodafone we are passionate about Inclusion for All and creating a workplace where everyone can thrive, whatever their personal or professional background",0
33,out\291.json,"If you’re excited about this role but your experience doesn’t align exactly with every part of the job description, we encourage you to apply as you may be the right candidate for this role or another role, and our recruitment team can help you see how your skills fit in",0
0,out\3.json,Software Developer,0
1,out\3.json,Job details,0
2,out\3.json,Posted 25 April 2023,0
3,out\3.json,"Salary £40000 - £50000 per annum, Benefits: Please enquire for more details",0
4,out\3.json,LocationNorthampton,0
5,out\3.json,Job type Permanent,0
6,out\3.json,DisciplineDevelopment,0
7,out\3.json,ReferenceLN-151197-5,0
8,out\3.json,Contact NameLuke Newell,0
9,out\3.json,Job description,0
10,out\3.json,Software Developer,0
11,out\3.json,"C#, ASP",0
12,out\3.json,"NET, MVC, Web API, JavaScript, React, SQL,",0
13,out\3.json,Hybrid (Travel to their Northampton office twice per week),0
14,out\3.json,"Salary up to £50,000 D",0
15,out\3.json,O,0
16,out\3.json,E,0
17,out\3.json,Digital Waffle is partnered with a leading law firm who are looking out for a Software Developer who will be an integral part of a team with a focus on development and maintenance for their IT systems and services,0
18,out\3.json,"In your day to day you will be operating in all aspects of the development for business changing solutions such as, Designing, Developing, and Maintaining software applications and Testing to resolve all issues and ensure the systems operate efficently",0
19,out\3.json,What skillset you will hold:,1
20,out\3.json,"Proven back-end experience with C#, ASP",1
21,out\3.json,"NET, MVC, WebAPI",1
22,out\3.json,"Competent on the front end with JavaScript, React/Angular, HTML, CSS",1
23,out\3.json,Solid understanding of SQL and T-SQL,1
24,out\3.json,What's on offer?,0
25,out\3.json,"Salary up to £50,000 D",0
26,out\3.json,O,0
27,out\3.json,E,0
28,out\3.json,Hybrid working (Travel to the office twice per week),0
29,out\3.json,Contributory Pension Scheme,0
30,out\3.json,25 Days Annual Leave (Ability to buy up to 8 days),0
31,out\3.json,Private Medical and Dental Health Care,0
32,out\3.json,If you are interested and wish to learn more please apply or get in touch for more details,0
0,out\30.json,"Do you want a £50,000 starting salary AND the opportunity to make a difference?",0
1,out\30.json,We’re looking for bright and geeky graduates to join our Software Developer team,0
2,out\30.json,"No experience is required, and many of our successful applicants have never programmed before",0
3,out\30.json,"If you think logically and enjoy problem solving, then you have the potential to become a great developer",0
4,out\30.json,A career at TPP will challenge you every day,0
5,out\30.json,In your first few weeks you will be solving real-world problems as you help to develop software used by healthcare professionals and patients across the world,0
6,out\30.json,"You’ll be part of an agile development team, working on one of the largest real-time databases in the world",0
7,out\30.json,"You’ll work on a wide variety of projects, ranging from AI assisting clinicians with early diagnosis of cancer to an iOS app helping patients manage their diabetes",0
8,out\30.json,"Developers at TPP are involved in the full software cycle, and work closely with all teams across the company to scope out new projects and design, develop and deploy our products",0
9,out\30.json,Requirements,1
10,out\30.json,Predicted 2:1 or above at degree level,1
11,out\30.json,A*AA at A Level with an A* in Maths,1
12,out\30.json,View our application process,0
0,out\300.json,"DNEG is offering an exciting opportunity for an experienced desktop application engineer with a focus on user interfaces to join a team creating a cutting-edge cross-platform system for video playback, editing and review",0
1,out\300.json,Viewing moving images is an activity fundamental to almost every role in a VFX and Feature Animation studio,0
2,out\300.json,"This goes a long way beyond simple video playback – VFX and animation artists, supervisors, and producers all require fast, accurate, highly interactive and flexible interfaces for examining their work, submitting notes and feedback as well as producing their own creative edits",0
3,out\300.json,Large format image sequences with high bit depth and high frame rate demand the utmost in performance optimization to make the most of available graphics resources,0
4,out\300.json,"And in addition to this, collaborative working is an increasingly important aspect of the workflows, requiring innovative solutions to allow multiple users to work together fluently",0
5,out\300.json,All this must be delivered by a solution that offers the very best in UX and UI design,0
6,out\300.json,"To meet these requirements and to take advantage of recent advances in associated technologies, such as HDR displays and projectors, new graphics rendering pipelines and modern video formats, DNEG is investing in a proprietary solution for image review that will be used throughout our global workforce of VFX professionals",0
7,out\300.json,On successful deployment through the business our ambition is to eventually open the project to the wider community by taking the project to open source,0
8,out\300.json,We are looking for developers with experience within the associated technology domains to expand the team and help deliver a ground breaking product to the company and hopefully beyond,0
9,out\300.json,"In particular, for this role, we are seeking engineers with a passion for excellence in UI/UX design and implementation",0
10,out\300.json,"Other disciplines within the Imaging domain span Colour Science, Computer Vision and Editorial I/O so you will also have the opportunity to work in these technology areas",0
11,out\300.json,"As well as demonstrating technical skill and initiative, you will need to be an excellent communicator – your ability to communicate between technical developers and non-technical artists and end users will help you thrive in this role",0
12,out\300.json,We encourage a technically creative attitude and are looking for individuals who are willing and able to bring their own solutions and ideas to the table,0
13,out\300.json,We follow Agile development methodologies and you will work closely with Product Owners and Stakeholders to understand artist needs and deliver bespoke software products,0
14,out\300.json,"You will have influence in all aspects of the software development life-cycle; designing, supporting and maintaining software as well as integrating tools into our existing pipeline",0
15,out\300.json,"This is an exciting opportunity to join a growing Product Development department, contributing to the technology behind exceptional VFX and Feature Animation work, partnering with smart, creative and versatile teams of technologists and artists",0
16,out\300.json,Must have:,1
17,out\300.json,"Degree in Computer Science, Engineering or similar, or equivalent experience",1
18,out\300.json,"Strong programming skills in modern C/C++ (2011, 2014) and PythonExperience with graphical programming APIs such as Qt (C++), QML, OpenGL, GLSL",1
19,out\300.json,Strong comprehension of concurrent programming and performance optimisation,1
20,out\300.json,A passion for excellence in UI design and UX,1
21,out\300.json,Nice to have:,1
22,out\300.json,"Experience with the following APIs: C++ Actor Framework, OpenColourIO",1
23,out\300.json,Experience with source control systems and git workflow,1
24,out\300.json,"Experience of software development in a Linux environment (shells, version management etc)",1
25,out\300.json,Experience of cross platform development including any exposure to Apple and Windows graphics APIs (Metal/DirectX),1
26,out\300.json,"An understanding of image processing techniques including image sampling and filtering, colour science and video codecs",1
27,out\300.json,A note on Equal Opportunities,0
28,out\300.json,"We would not be able to produce award-winning work without our Production Technology department, which is committed to nurturing an inclusive, diverse and exciting workplace",0
29,out\300.json,"Our teams have a variety of backgrounds and originate from a number of different countries, working across the globe at the forefront of technology in the industry",0
0,out\306.json,"The purpose of this role is to develop required software features, achieving timely delivery in compliance with the performance and quality standards of the company",0
1,out\306.json,Job Title:,0
2,out\306.json,Developer,0
3,out\306.json,Job Description:,0
4,out\306.json,ABOUT DENTSU CREATIVE,0
5,out\306.json,"Dentsu Creative operates in over 21 markets worldwide with more than 2,200 dedicated specialists",0
6,out\306.json,"Bringing together our Japanese heritage in craft, data and technology, and our deep understanding of media and contemporary culture,",0
7,out\306.json,Dentsu Creative is a new global creative agency,0
8,out\306.json,"Born in Japan, raised in a digital world",0
9,out\306.json,"We help transform brands and business through the power of Modern Creativity: which creates culture, changes society and invents the future and is accelerated by our deep specialist expertise in digital experience, earned attention and entertainment",0
10,out\306.json,ROLE PURPOSE,0
11,out\306.json,The purpose of this role is to produce code and thinking that meets our client’s technical requirements accurately and robustly,0
12,out\306.json,KEY ACCOUNTABILITIES,0
13,out\306.json,Delivery of development projects on time and to specification,0
14,out\306.json,"Well-tested and documented code that has been built in collaboration with our Client, Design, QA and Product teams",0
15,out\306.json,Continued learning to ensure up to date knowledge on Web Development best practices,0
16,out\306.json,Participation in team meetings and project reviews,0
17,out\306.json,PERSON SPECIFICATION,1
18,out\306.json,"Good knowledge of modern HTML, CSS (and other CSS pre-processing) and JavaScript (including ES6)",1
19,out\306.json,Good knowledge of object-oriented modern PHP,1
20,out\306.json,"Good knowledge of CMS implementation in either Drupal, Craft CMS or Expression Engine",1
21,out\306.json,Good knowledge of Progressive Enhancement and browser limitations,1
22,out\306.json,Good knowledge of Responsive Design techniques,1
23,out\306.json,Good knowledge of build processes and deployment,1
24,out\306.json,Good knowledge of command line tools and systems,1
25,out\306.json,Experience in working in an agency environment,1
26,out\306.json,WORKING WITH US,0
27,out\306.json,"Joining Dentsu Creative, you will become part of a powerhouse, delivering ideas that are brought alive in new ways that are unparalleled in the market",0
28,out\306.json,"Along the way, you will team up with inspiring colleagues from award winning agencies and become part of a truly inclusive culture where everyone is given the opportunity to thrive and create the best work of their careers; always learning and always listening to shape ideas, create culture and change behaviour",0
29,out\306.json,There will be no compromise on the opportunities you can experience at Dentsu Creative,0
30,out\306.json,WE ARE UNITED BY FOUR SIGNATURE STREGHTHS:,0
31,out\306.json,BOUNDLESS CREATIVITY,0
32,out\306.json,Kitsune Fox: In Japanese culture the Kitsune Fox sees the future,0
33,out\306.json,We run towards,0
34,out\306.json,"the future, forever asking: what’s next? Our imagination has no limit",0
35,out\306.json,Our clients seek us out because we believe there is no problem we cannot solve with the power of modern creativity,0
36,out\306.json,INTELLIGENT SCALE,0
37,out\306.json,Ryujin Dragon: The Ryujin Dragon controls the ocean and the tides,0
38,out\306.json,We flow the,0
39,out\306.json,"right talent around the right brief in the right moment, wherever it sits in the world",0
40,out\306.json,"We scale our unique ideas with precision, using intelligent technology to make personal connections with millions around the world",0
41,out\306.json,OBSESSIVE CRAFT,0
42,out\306.json,Orizuru Crane: The Orizuru Crane carries the soul up to paradise,0
43,out\306.json,It inspires the most classic and iconic Japanese origami,0
44,out\306.json,We elevate the soul of our work with,0
45,out\306.json,"an obsessive focus on craft, nurturing the next-gen craft skills needed to soar in",0
46,out\306.json,a modern world,0
47,out\306.json,RADICAL COLLABORATION,0
48,out\306.json,"Kohaku Koi: The Koi swim upstream against the tide, united as one",0
49,out\306.json,We chart,0
50,out\306.json,new territory through the power of radical collaboration,0
51,out\306.json,"We seamlessly connect Creativity, Media and CXM to imagine new solutions at the intersection of craft,",0
52,out\306.json,"data, culture, and innovation",0
53,out\306.json,OUR VALUES,0
54,out\306.json,We believe our work can only resonate in the modern world if the people,0
55,out\306.json,behind it reflect the modern work,0
56,out\306.json,We can only be truly relevant when we create,0
57,out\306.json,a truly inclusive culture where everyone can thrive,0
58,out\306.json,That means we are tough on,0
59,out\306.json,the work but gentle with each other,0
60,out\306.json,We lead with empathy and are always listening and always learning,0
61,out\306.json,"We support each other, we cheer for each other, we win together",0
62,out\306.json,We celebrate difference as the only way to make the work that makes a difference,0
63,out\306.json,#LI-DNI,0
64,out\306.json,Location:,0
65,out\306.json,Edinburgh,0
66,out\306.json,Brand:,0
67,out\306.json,Whitespace,0
68,out\306.json,Time Type:,0
69,out\306.json,Full time,0
70,out\306.json,Contract Type:,0
71,out\306.json,Permanent,0
0,out\31.json,Job Title: Mid-Level Software Developer – Electric Vehicle Charging Technology,0
1,out\31.json,Location: Rugby,0
2,out\31.json,Salary: £45000 – £50000,0
3,out\31.json,Job Description:,0
4,out\31.json,We are a recruitment agency looking to recruit an experienced and talented Mid-Level Software Developer to join our client’s team in Rugby,0
5,out\31.json,Our client is a market leader in the Electric Vehicle Charging Technology industry,0
6,out\31.json,The ideal candidate should possess excellent technical skills and have the ability to quickly learn and develop new ideas,0
7,out\31.json,You should be motivated to take on challenging projects and be able to work with a team of experienced developers,0
8,out\31.json,You must be able to work under pressure and deliver results in a timely manner,0
9,out\31.json,Responsibilities:,0
10,out\31.json,Designing and developing high quality software solutions for the Electric Vehicle Charging Technology industry,0
11,out\31.json,Collaborating with other developers to create innovative solutions,0
12,out\31.json,Creating unit tests for code and debugging for any issues,0
13,out\31.json,Writing technical documentation for software solutions,0
14,out\31.json,Assisting in the development and maintenance of the existing software,0
15,out\31.json,Ensuring the software meets industry standards,0
16,out\31.json,Technical Skills:,1
17,out\31.json,"Expertise in software development with C#,",1
18,out\31.json,NET Core and,1
19,out\31.json,NET Framework,1
20,out\31.json,Experience in developing web applications and services using ASP,1
21,out\31.json,"Net MVC, Web API and JavaScript",1
22,out\31.json,Experience with SQL Server and databases,1
23,out\31.json,Knowledge of Object-Oriented Design principles,1
24,out\31.json,Good understanding of SOLID principles,1
25,out\31.json,"Familiarity with cloud computing technologies (Azure, AWS)",1
26,out\31.json,"If you think you have the right skills and experience for this role, please apply for immediate consideration and interview",0
27,out\31.json,"For further details about the role, please contact us",0
28,out\31.json,For more information about Shift F5 and the opportunities we have to offer follow us on Twitter @F5_Jobs,0
29,out\31.json,Shift F5 Ltd is acting as an Employment Agency in relation to this vacancy,0
0,out\312.json,Overview:,0
1,out\312.json,Role:,0
2,out\312.json,Back End Developers,0
3,out\312.json,Location:,0
4,out\312.json,London with the option for 2-3 days remote working,0
5,out\312.json,About the role: Back End Developers are required to join Wipro’s Global Energy practice,0
6,out\312.json,You will be part of the specialist software engineering team delivering key value add digital transformation solution to our top tier customers in the energy transition sector,0
7,out\312.json,Responsibilities:,0
8,out\312.json,Work closely with the team to plan and deliver on client strategy,0
9,out\312.json,Develop and implement scalable back-end systems,0
10,out\312.json,"Requirement gathering, design through to implementation",0
11,out\312.json,Accountable for the delivery of high-quality code to production,0
12,out\312.json,Resolve issues identified from performance testing,0
13,out\312.json,Remove tech debt,0
14,out\312.json,Support the acceleration of feature development,0
15,out\312.json,Refactor Polaris reporting solution separate ODS datastore for PowerBI intra-day reporting,0
16,out\312.json,Essential required Skills:,1
17,out\312.json,"Backend Development with microservices architecture, AWS, LamdaFuynctions Lamda Functions",1
18,out\312.json,C#,1
19,out\312.json,Net,1
20,out\312.json,Writing tests in xUnit and/or Cypress,1
21,out\312.json,Supporting applications solutions (assisting in production issues resolution),1
22,out\312.json,"ADO Ci/CD pipelines, YAML, Docker",1
23,out\312.json,Must be eleigible to work in the UK,1
24,out\312.json,Location,0
25,out\312.json,UK/ London with the option for 2-3 days remote working,0
26,out\312.json,What is in it for you?,0
27,out\312.json,This is a lifetime opportunity to work with best if IT Talent and grow your skills multi-dimensionally,0
28,out\312.json,As well as developing leading products for the energy transition sector,0
29,out\312.json,"If you are interested and meet the criteria required, then we at Wipro would like to see you CV",0
30,out\312.json,Wipro is ranked as a “Top Employer” as part of the Top Employer Institute annual listings,0
31,out\312.json,We were assessed on several key HR practices including Diversity and Inclusion,0
0,out\313.json,"We’re GCHQ, a world-leading intelligence, cyber and security agency",0
1,out\313.json,Our mission? To unlock the complex world of communications and keep the UK safe,0
2,out\313.json,"Working closely with our partners in the intelligence community, we protect the nation’s people, interests and businesses from threats including serious and organised crime, terrorism, and cyber-attacks",0
3,out\313.json,Do you enjoy problem solving and complex challenges? Are you able to think creatively to deliver innovative solutions? Are you attracted to a role that challenges the way you think? GCHQ is offering you the exciting opportunity to join our Cyber Operations team in Gloucestershire,0
4,out\313.json,Our Cyber Operations team use bespoke technology to legally infiltrate the computers of terrorists and criminals to discover and disrupt their plans,0
5,out\313.json,"Under strict legal safeguards and oversights, we have the scope to do things that would not be possible elsewhere",0
6,out\313.json,"Working collaboratively in teams, you will work with a broad spectrum of technologies to develop the solutions required to gather intelligence and disrupt those that seek to do harm to the UK and its citizens",0
7,out\313.json,We’ll shortly be recruiting for the following role:,0
8,out\313.json,Cyber Ops Developer,0
9,out\313.json,"Working at a deep technical level, you’ll be finding and exploiting weaknesses in our targets’ network environments and software",0
10,out\313.json,The set of technologies we use is varied and constantly growing,0
11,out\313.json,"As such, we don’t expect any candidate to have had experience of web-based technologies but are looking for people who can demonstrate a good understanding of internet-based systems, and an aptitude and desire to learn new skills and to solve interesting problems",0
12,out\313.json,The application window for our Cyber Operations Developer Role will open on Monday 22nd May 2023,0
13,out\313.json,"In the meantime, we encourage:",0
14,out\313.json,All those from an ethnic minority background,0
15,out\313.json,Women (of any background),0
16,out\313.json,to register their interest for these forthcoming opportunities*,0
17,out\313.json,"As part of the registration of interest, you will be invited to several online events prior to the campaign opening",0
18,out\313.json,There will be Insight Events where you can find out more about the role,0
19,out\313.json,"We are also offering a Skills Event which provides general tips about completing a job application, preparing for interview etc",0
20,out\313.json,These events will run on:,0
21,out\313.json,Insight Events – Wednesday 17th May 2023,0
22,out\313.json,Skills Events – Friday 19th May 2023,0
23,out\313.json,The events will last for approximately 1 hour,0
24,out\313.json,"Please note that a registration of interest does not constitute a job application, nor will such registration have any bearing upon the recruitment process itself",0
25,out\313.json,Any individuals who register their interest and decide to subsequently apply for a Cyber Operations role will need to complete an application form once the application window has opened,0
26,out\313.json,"We are confining registrations of interest to these groups only, due to their current underrepresentation in our workforce",0
27,out\313.json,"Once the application window has opened, we welcome applications from all candidates, regardless of their ethnic background, gender, and/or any other characteristic(s)",0
28,out\313.json,All applications will be assessed solely on merit,0
0,out\316.json,REACT DEVELOPER,0
1,out\316.json,"We are working alongside a global fintech firm who are looking to bring on a Front End Engineer on a fully remote basis, candidates from the UK and Europe will be considered",0
2,out\316.json,The successful Front End Engineer will be responsible for working on the development of front-end applications that range from retail customers to professional investment managers,0
3,out\316.json,Experience required:,1
4,out\316.json,Experience with React and Typescript,1
5,out\316.json,A track record of fintech and real-time market data on trading platforms,1
6,out\316.json,Preferred experience with Redux and React Hooks,1
7,out\316.json,Commercial experience with Git and Docker,1
8,out\316.json,"Track record of quality, clean maintainable code",1
9,out\316.json,"With a competitive salary and the chance to work fully remotely, this is a great opportunity for a Front End Developer with 3 or more years of experience to join one of the world's top fintech companies",0
10,out\316.json,If you or anyone in your network could be a good fit we would be happy to hear from you,0
11,out\316.json,"If you are a Front End Developer who is open to opportunities but feel this isn't quite right, please reach out to Consortia who would be happy to discuss other roles we have open",0
12,out\316.json,"Front End Developer Salary - £80,000",0
13,out\316.json,Front End Developer Location - Remote across the UK and Europe,0
0,out\318.json,CMC Markets are looking for a Quantitative developer to join our Derivatives’ team,0
1,out\318.json,"Within the role, you will work directly with senior Quantitative Developers as well as our Trading function within the Derivatives pillar",0
2,out\318.json,You will be involved in facilitating the integration of our partner’s solutions within our infrastructure as well as support the desk with the development of internal and proprietary services,0
3,out\318.json,This is an excellent opportunity to be sitting in the core of the business and develop a deep understanding of the Market Making financial industry,0
4,out\318.json,Role and Responsibilities:,0
5,out\318.json,Develop and maintain pricing models for brand new and increasingly complex products,0
6,out\318.json,"Analysis, specification, implementation, maintenance and development of tests",0
7,out\318.json,Understand current models and produce innovative improvements,0
8,out\318.json,Facilitate the integration of third party solutions with our existing infrastructure,0
9,out\318.json,"Help design and develop pricing and risk components to support the firm's market-making business, working across multiple asset classes ranging across Options, Equities, FX, Commodities and other derivatives;",0
10,out\318.json,"Partner with other key groups: financial engineering and quantitative teams, business operations, product development and the other IT teams; to ensure products are implemented efficiently and meet the demands both internally (dealing) and externally (clients) and addressing any issues that arise;",0
11,out\318.json,Work with the Front Office users and Business Operations to address any issues;,0
12,out\318.json,"Maintain personal/professional development to meet the changing demands of the role, including all relevant regulatory and legislative training;",0
13,out\318.json,Understand the nature of the trading floor business and the need to respond quickly and efficiently to issues that can or has caused business outage;,0
14,out\318.json,Creation of maintenance and reporting tools relevant to the product area as appropriate;,0
15,out\318.json,Ensure a positive approach to challenge and provide open and honest feedback;,0
16,out\318.json,Occasional requirement to work during the weekend for a product release or maintenance;,0
17,out\318.json,"When dealing with all customers, clients or colleagues ensure that we provide a clear, fair and consistent high quality service that presents a professional and positive image of CMC Markets;",0
18,out\318.json,Take all reasonable steps to ensure appropriate confidentiality;,0
19,out\318.json,"Undertake such other duties, training and/or hours of work as may be reasonably required and which are consistent with the general level of responsibility of this role",0
20,out\318.json,KEY SKILLS & EXPERIENCE,1
21,out\318.json,Competencies:,1
22,out\318.json,"A degree in quantitative finance, mathematics, computer science or equivalent disciplines",1
23,out\318.json,Strong analytical and quantitative skills,1
24,out\318.json,Good understanding of general financial products and derivatives,1
25,out\318.json,Experience of coding in Object Oriented development languages,1
